,0
0,1656981.8920580565
1,1674830.0952311766
2,1680281.2567355013
3,1700975.8611696626
4,1687862.153815642
5,1705606.7081036784
6,1705301.7299544513
7,1707089.9796424345
8,1721267.5029914204
9,1714347.1976367002
10,1717848.7602468084
11,1711418.0609241216
12,1701866.0765375844
13,1671502.737216473
14,1659770.9074738806
15,1670211.9961936024
16,1670071.8182462556
17,1672287.237928106
18,1641604.9768008713
19,1642129.2509664185
20,1625082.4115482315
21,1646796.7641838682
22,1670190.58231391
23,1669982.929813114
24,1685109.514533367
25,1697640.0847230414
26,1699966.0757284423
27,1706952.4857678285
28,1691374.0817151016
29,1685068.119288549
30,1685604.6228592484
31,1688758.525935695
32,1712953.8078972776
33,1710952.639111662
34,1691537.3123383396
35,1692692.8477069659
36,1689241.6502539548
37,1663815.0994640337
38,1671817.6390907918
39,1664771.9574728801
40,1674468.3609600733
41,1684470.481427187
42,1682978.6632277805
43,1698540.7179160693
44,1722558.4255943066
45,1720019.7705081182
46,1727900.8460687618
47,1724394.9163505074
48,1720699.8622691247
49,1714768.5773044834
50,1692537.894625116
51,1685379.162982252
52,1661913.4093931958
53,1661625.6154100224
54,1642203.2683565388
55,1649600.5268347522
56,1625894.0978190852
57,1631219.3938335248
58,1638338.518869794
59,1627824.0810870714
60,1645460.6763759824
61,1625826.7131052262
62,1639455.1039327546
