,0
0,-21132.400417594938
1,-14581.22429263033
2,-2967.6560554653406
3,6237.285466740606
4,13084.756103868829
5,-7636.13318087114
6,8458.40142735024
7,1154.5883538522758
8,1588.1178703047335
9,-3182.577583609149
10,-0.9880519455764443
11,439.4013877243269
12,-42247.39591709245
13,-1691.4807034418918
14,1190.104282073211
15,-739.3672789018601
16,-165.5891991253011
17,-10221.642198667163
18,8025.17933173175
19,-14183.251991350204
20,-12567.539866598789
21,-5036.714613242308
22,-17218.674340172904
23,110.3647435454186
24,-20843.84765185439
25,7528.041957876878
26,-977.2387728863396
27,18384.04380649887
28,-4349.637581518153
29,-6387.508451447822
30,10136.52888285229
31,-3390.1957353225444
32,-24524.76417032536
33,12781.432914726436
34,-4473.039735476952
35,-32438.445311405696
36,1029.8608088248875
37,-19679.84695698903
38,-5625.9373317337595
39,29199.984622327145
40,9017.25480916095
41,13000.903857664205
42,18548.039768645773
43,12308.379624627065
44,2713.8742813984863
45,-10391.94142974494
46,2443.104888055008
47,-1769.8550762922969
48,4158.6539100655355
49,25722.04224747047
50,11859.280823237728
51,7611.849838815862
52,3336.780569420662
53,1741.3710816169623
54,-7125.7485302337445
55,2234.1040868964046
56,-8191.161511614686
57,5708.616397610167
58,8251.567403815221
59,-10692.550413934048
60,7367.052655203734
61,-1040.4872528037522
