,0
0,13025.446635850938
1,10402.339217023691
2,5853.7551034076605
3,9758.625326663721
4,2744.8233661705162
5,10018.18865222158
6,21025.412762143416
7,14040.41052745469
8,7722.21694650827
9,266.69247157964855
10,-13359.776972253807
11,3038.4937364531215
12,1784.8587946936022
13,8218.204096704256
14,12142.49887411599
15,17168.566328244284
16,3394.7528730339836
17,-27861.60070536891
18,15875.136857806472
19,-7665.056674034335
20,-20663.686084202724
21,-89743.45346587058
22,-19333.066153954715
23,53192.88472215738
24,-46740.83989873342
25,-39635.166152454214
26,50224.68197988742
27,3584.320777617395
28,7878.352908355417
29,25766.108560290188
30,16137.635707511101
31,-6979.003485628171
32,1584.2070628544316
33,-6683.44220512826
34,10421.91420747037
35,30247.350683292374
36,10455.551092621172
37,-19757.568985068472
38,-40934.48312430037
39,-41104.18076095916
40,22519.08529934194
41,19492.638328219764
42,-13285.173353689723
43,15081.78655212815
44,23596.73467290192
45,10263.395799818914
46,-14534.510584063595
47,-28787.53070038883
48,-4697.409253168618
49,5400.83829743159
50,-15750.484285724815
51,5275.543564467225
52,9844.47617532243
53,-46846.96599483839
54,-28639.24290214642
55,6885.795927661238
56,3656.3667259924114
57,-18427.863557961537
58,17542.351119794417
59,-21708.025566777447
60,4972.401298455661
61,-2779.0263381637633
