date,account_value
2016-01-04,1000000.0
2016-01-05,1000153.9170450168
2016-01-06,997652.628897165
2016-01-07,993554.021633645
2016-01-08,991138.609801156
2016-01-11,988186.182914491
2016-01-12,991067.9429348196
2016-01-13,987879.911578946
2016-01-14,983250.7432593064
2016-01-15,977448.0843667156
2016-01-19,980085.108050283
2016-01-20,967520.5852983828
2016-01-21,973030.3686891728
2016-01-22,979868.299320183
2016-01-25,977593.2374376968
2016-01-26,978971.216506002
2016-01-27,981107.3017635344
2016-01-28,979968.692974758
2016-01-29,991449.0250076252
2016-02-01,996571.3780090184
2016-02-02,988587.8304005844
2016-02-03,983859.6393672944
2016-02-04,988758.6292293174
2016-02-05,982389.0275791629
2016-02-08,960418.8245953968
2016-02-09,960252.4262572044
2016-02-10,968786.2568352892
2016-02-11,946038.194107549
2016-02-12,959167.1085571848
2016-02-16,974850.5993997604
2016-02-17,989332.7625303004
2016-02-18,990891.7953317972
2016-02-19,983663.466350407
2016-02-22,998045.0225845048
2016-02-23,992514.0590737028
2016-02-24,978930.697940493
2016-02-25,995999.5408215588
2016-02-26,1005521.4474773568
2016-02-29,998274.656743342
2016-03-01,1007458.3661160904
2016-03-02,1014402.5772681744
2016-03-03,1014316.6539425884
2016-03-04,1022893.679561137
2016-03-07,1019961.4460578382
2016-03-08,1015860.2266487752
2016-03-09,1013934.856459783
2016-03-10,1011103.3938831368
2016-03-11,1022451.1650752136
2016-03-14,1024136.462322969
2016-03-15,1020953.3872907952
2016-03-16,1025338.3976287182
2016-03-17,1030630.0457950128
2016-03-18,1042833.4079408748
2016-03-21,1044724.0883759424
2016-03-22,1041456.3433785269
2016-03-23,1038543.3756383512
2016-03-24,1031467.8508350948
2016-03-28,1037968.107843713
2016-03-29,1036838.6901518056
2016-03-30,1051609.9221708986
2016-03-31,1051691.539456209
2016-04-01,1051069.5270708534
2016-04-04,1057427.8666094493
2016-04-05,1045428.2517529748
2016-04-06,1038164.6719710568
2016-04-07,1040048.19946265
2016-04-08,1040782.7262172772
2016-04-11,1042416.2208200998
2016-04-12,1060009.038881075
2016-04-13,1066470.3296283577
2016-04-14,1065906.9824267286
2016-04-15,1065496.496939011
2016-04-18,1074688.215326767
2016-04-19,1080333.5556616131
2016-04-20,1077931.9114952255
2016-04-21,1071567.351097409
2016-04-22,1067509.9156672035
2016-04-25,1068593.537882992
2016-04-26,1072648.4808737177
2016-04-27,1069629.965247438
2016-04-28,1058740.1274459334
2016-04-29,1064210.8150088454
2016-05-02,1056448.43675861
2016-05-03,1048283.7473389226
2016-05-04,1047923.5442301136
2016-05-05,1043607.6645235954
2016-05-06,1047601.1173130478
2016-05-09,1055253.6333575228
2016-05-10,1056921.3277096
2016-05-11,1049320.3693097895
2016-05-12,1042867.570728616
2016-05-13,1039912.7267498344
2016-05-16,1037105.8854637538
2016-05-17,1035787.3220380744
2016-05-18,1029176.2418145164
2016-05-19,1033606.8265482304
2016-05-20,1031900.7735216444
2016-05-23,1041646.4289504816
2016-05-24,1054487.912162237
2016-05-25,1054038.6822522492
2016-05-26,1054307.400958277
2016-05-27,1056348.6914666952
2016-05-31,1051732.4877056798
2016-06-01,1056094.4568082558
2016-06-02,1053871.8250476194
2016-06-03,1062071.1202043863
2016-06-06,1065823.3251403973
2016-06-07,1065793.9411594896
2016-06-08,1063722.0949436196
2016-06-09,1060061.373977381
2016-06-10,1057167.5142001598
2016-06-13,1048348.296369594
2016-06-14,1051474.061321527
2016-06-15,1044305.9761926192
2016-06-16,1047980.6165760504
2016-06-17,1059631.048598324
2016-06-20,1056658.6783918026
2016-06-21,1058669.795146603
2016-06-22,1065550.862345672
2016-06-23,1038345.338557111
2016-06-24,1017483.455855652
2016-06-27,1025544.1422438952
2016-06-28,1041735.9136372744
2016-06-29,1053631.537014925
2016-06-30,1062767.8091255445
2016-07-01,1055537.9528112465
2016-07-05,1058867.845741018
2016-07-06,1065988.3961037353
2016-07-07,1074136.252463359
2016-07-08,1076112.413060506
2016-07-11,1076788.5466237871
2016-07-12,1083930.3365669164
2016-07-13,1084635.7172760714
2016-07-14,1082992.486362792
2016-07-15,1082622.4232213905
2016-07-18,1091538.9652494865
2016-07-19,1089194.051796331
2016-07-20,1084654.8257398163
2016-07-21,1086299.252440533
2016-07-22,1084050.516459788
2016-07-25,1080225.8363807134
2016-07-26,1077575.4512669367
2016-07-27,1079673.3124844814
2016-07-28,1080110.853409607
2016-07-29,1077867.201473079
2016-08-01,1077390.4682680543
2016-08-02,1080689.158622801
2016-08-03,1086651.5868714987
2016-08-04,1086653.0206982333
2016-08-05,1087240.225607948
2016-08-08,1086745.067625803
2016-08-09,1090685.3262623197
2016-08-10,1089425.5525043155
2016-08-11,1092822.3032575669
2016-08-12,1089065.0564070377
2016-08-15,1083219.5831732708
2016-08-16,1086298.488141831
2016-08-17,1084482.8648268075
2016-08-18,1086062.7947235026
2016-08-19,1091524.1244598965
2016-08-22,1085838.440279337
2016-08-23,1081516.1075654356
2016-08-24,1081288.6397313585
2016-08-25,1083110.8762437794
2016-08-26,1081164.9226792925
2016-08-29,1078246.0096993183
2016-08-30,1076049.104557477
2016-08-31,1081455.0246280087
2016-09-01,1081397.237741957
2016-09-02,1079896.9663166287
2016-09-06,1079363.667978283
2016-09-07,1066233.389574765
2016-09-08,1063094.092813578
2016-09-09,1059249.0408642876
2016-09-12,1059269.3950993314
2016-09-13,1064431.7388283603
2016-09-14,1066081.242740703
2016-09-15,1068757.363258622
2016-09-16,1069575.532396037
2016-09-19,1070322.2431744349
2016-09-20,1082336.0027896184
2016-09-21,1079116.8818628292
2016-09-22,1070603.2671520377
2016-09-23,1069327.3575750382
2016-09-26,1074332.741836455
2016-09-27,1069322.7778866172
2016-09-28,1068529.1627375244
2016-09-29,1064366.5747975404
2016-09-30,1063949.2087284338
2016-10-03,1060939.0880725386
2016-10-04,1038761.6340617412
2016-10-05,1045594.1415259684
2016-10-06,1032913.6371684084
2016-10-07,1031872.5570719196
2016-10-10,1032581.8752403344
2016-10-11,1041619.9738741368
2016-10-12,1035347.6114953264
2016-10-13,1039260.6978338256
2016-10-14,1037914.437326973
2016-10-17,1036334.7907675524
2016-10-18,1040541.284632783
2016-10-19,1046628.1336953308
2016-10-20,1045003.307559747
2016-10-21,1043659.5949358788
2016-10-24,1044039.4939484992
2016-10-25,1034890.550058709
2016-10-26,1031241.597609358
2016-10-27,1026201.7035517936
2016-10-28,1021336.8525133352
2016-10-31,1016710.6965672674
2016-11-01,1014784.1089021302
2016-11-02,1030409.8270684106
2016-11-03,1036746.9065116248
2016-11-04,1043039.8515044214
2016-11-07,1054172.4853254496
2016-11-08,1048796.805799741
2016-11-09,1049802.2266073658
2016-11-10,1050112.98006332
2016-11-11,1049787.1738484632
2016-11-14,1053369.959788595
2016-11-15,1050913.6957010466
2016-11-16,1049108.1513270086
