date,account_value
2018-01-22,1343673.5159077
2018-01-23,1326389.9267605331
2018-01-24,1288963.5147531608
2018-01-25,1258177.8663848394
2018-01-26,1293316.8369333432
2018-01-29,1259698.1032144178
2018-01-30,1239821.401110253
2018-01-31,1274012.6272000377
2018-02-01,1272355.2018007603
2018-02-02,1282909.293698572
2018-02-05,1313608.762580742
2018-02-06,1330082.4541733025
2018-02-07,1323247.682552812
2018-02-08,1321758.6421182177
2018-02-09,1311983.5763837844
2018-02-12,1319083.064421572
2018-02-13,1343788.451581468
2018-02-14,1348086.7935742931
2018-02-15,1342773.9658234268
2018-02-16,1335312.1877150126
2018-02-20,1322921.283200796
2018-02-21,1334764.9520449522
2018-02-22,1345610.290698905
2018-02-23,1341276.9540833922
2018-02-26,1353841.478874567
2018-02-27,1368066.6117808905
2018-02-28,1379150.7571647775
2018-03-01,1375354.9599355676
2018-03-02,1369888.4959114175
2018-03-05,1370962.617091663
2018-03-06,1369648.2383976227
2018-03-07,1352294.3118678902
2018-03-08,1357246.8002836448
2018-03-09,1346314.9729147337
2018-03-12,1320025.268105424
2018-03-13,1300531.8216978689
2018-03-14,1305898.5131106044
2018-03-15,1310454.064352635
2018-03-16,1293574.4297100578
2018-03-19,1303157.3317263012
2018-03-20,1291527.4012421472
2018-03-21,1293797.1913353873
2018-03-22,1304462.629231078
2018-03-23,1309430.2322162304
2018-03-26,1320547.8597620598
2018-03-27,1328282.6997941204
2018-03-28,1330411.8024090012
2018-03-29,1340669.0035607046
2018-04-02,1342501.8659043123
2018-04-03,1347129.9147930746
2018-04-04,1363278.882129021
2018-04-05,1367715.1450369745
2018-04-06,1360972.0714678285
2018-04-09,1352147.7705654942
2018-04-10,1353864.181056184
2018-04-11,1345803.187298884
2018-04-12,1324266.9758986786
2018-04-13,1348872.9911392145
2018-04-16,1357612.9654399266
2018-04-17,1360292.1458710062
2018-04-18,1351606.866536395
2018-04-19,1362660.8168701974
2018-04-20,1357623.607403288
2018-04-23,1371261.799091191
2018-04-24,1393182.178355795
2018-04-25,1393191.324343818
2018-04-26,1397965.8833841002
2018-04-27,1409907.7555186672
2018-04-30,1414204.3937321114
2018-05-01,1415528.8662778535
2018-05-02,1403067.5889116172
2018-05-03,1413543.5841609386
2018-05-04,1406332.072519603
2018-05-07,1399443.3131850366
2018-05-08,1406422.580571957
2018-05-09,1406166.5641939333
2018-05-10,1403302.7737672825
2018-05-11,1412986.3741100838
2018-05-14,1415957.465509537
2018-05-15,1399611.3562653228
2018-05-16,1415690.2880903983
2018-05-17,1414532.4840459148
2018-05-18,1422447.64482541
2018-05-21,1439602.313259625
2018-05-22,1450241.723813716
2018-05-23,1459082.9347961142
2018-05-24,1457283.582117363
2018-05-25,1449744.6706170512
2018-05-29,1457722.927913783
2018-05-30,1462127.3937335494
2018-05-31,1465823.3132367532
2018-06-01,1469294.026262645
2018-06-04,1465855.5162624144
2018-06-05,1464282.7609225612
2018-06-06,1456602.155831406
2018-06-07,1468333.1633900255
2018-06-08,1459198.9126466752
2018-06-11,1449435.26106904
2018-06-12,1428482.6827211122
2018-06-13,1438928.867273382
2018-06-14,1435473.3171326325
2018-06-15,1431721.6885027331
2018-06-18,1467978.5335896546
2018-06-19,1460719.788425445
2018-06-20,1465915.7484606616
2018-06-21,1474813.0980123451
2018-06-22,1485371.637115796
2018-06-25,1494624.3163767932
2018-06-26,1492804.5373327918
2018-06-27,1512675.4742398974
2018-06-28,1508173.3905622023
2018-06-29,1512869.7294696483
2018-07-02,1505032.8871908193
2018-07-03,1509088.608568396
2018-07-05,1509211.599466681
2018-07-06,1506611.7420170582
2018-07-09,1502133.2608632776
2018-07-10,1510658.24379123
2018-07-11,1518301.4797551609
2018-07-12,1528741.0533126583
2018-07-13,1516903.7430389954
2018-07-16,1492289.644897099
2018-07-17,1491989.5944225232
2018-07-18,1511915.728347568
2018-07-19,1519515.6173203534
2018-07-20,1532937.7498872112
2018-07-23,1545338.8472330736
2018-07-24,1557483.6203729785
2018-07-25,1560325.9307014486
2018-07-26,1570168.8071535148
2018-07-27,1565022.228427746
2018-07-30,1568727.731399536
2018-07-31,1567058.1916534845
2018-08-01,1565213.4188997515
2018-08-02,1585099.006574344
2018-08-03,1590338.4788108002
2018-08-06,1603642.2804881628
2018-08-07,1608279.2472194734
2018-08-08,1603977.8625452395
2018-08-09,1608249.315101839
2018-08-10,1617852.6192908918
2018-08-13,1628476.144031932
2018-08-14,1631163.1683681137
2018-08-15,1636950.8587291676
2018-08-16,1635336.8520630032
2018-08-17,1639424.3652957818
2018-08-20,1633870.7932145705
2018-08-21,1623945.854969893
2018-08-22,1619683.8941042004
2018-08-23,1621732.152261991
2018-08-24,1624817.3519604097
2018-08-27,1633688.829590957
2018-08-28,1641795.632288386
2018-08-29,1661797.741678621
2018-08-30,1661998.3372274074
2018-08-31,1653001.3234772908
2018-09-04,1656772.6131135956
2018-09-05,1652391.3845655548
2018-09-06,1658321.149014332
