,0
0,31116.7392456159
1,29488.48565225443
2,15016.628159752581
3,8056.775749434251
4,-5728.013364752755
5,33824.23775874032
6,19094.2459954815
7,2907.730237057898
8,-7024.8929611044005
9,6578.775204646401
10,-4658.957053138409
11,-7128.1989912409335
12,8665.148886618204
13,-7939.568026619963
14,-23097.953811312094
15,5540.927503098734
16,-16067.119846587535
17,18027.329601791687
18,-25908.286129979417
19,5539.780104642268
20,1162.1998169859871
21,43780.267827497795
22,-7582.99947598204
23,-57979.81238538306
24,-40817.639910731465
25,20360.80595035106
26,32370.68574278569
27,-9946.436497013085
28,-3078.0390431694686
29,-36153.911507117096
30,37968.41643799795
31,17845.649302470963
32,9744.480902635492
33,6661.136514608748
34,-2461.536553628277
35,-8296.849826954305
36,-4477.41478261305
37,-15333.917941011488
38,-11769.684531828854
39,-13492.37241487531
40,31754.083869332913
41,2091.609105534386
42,8428.19960147934
43,8623.617707907688
44,7362.346478752326
45,3085.0038297143765
46,1481.8711491716094
47,11278.051424785517
48,-8857.51927384222
49,244.65831941599026
50,-20090.70589162875
51,10825.101521616336
52,34317.11187450448
53,2664.8020119606517
54,7224.662216718774
55,6433.634230198804
56,7469.017203165218
57,10516.811282491311
58,865.5619978234172
59,14027.531852419488
60,35447.44549868023
61,16402.711143210065
