date,account_value,account_value,account_value
2018/3/22,1304462.629,1339401.889,1948241.666
2018/3/23,1309430.232,1343385.52,1965810.225
2018/3/26,1320547.86,1351888.083,1966365.178
2018/3/27,1328282.7,1363896.279,1983333.625
2018/3/28,1330411.802,1356852.58,1975634.977
2018/3/29,1340669.004,1367459.413,1990704.8
2018/4/2,1342501.866,1370122.119,1990579.766
2018/4/3,1347129.915,1384482.065,2003035.33
2018/4/4,1363278.882,1409573.037,2052762.683
2018/4/5,1367715.145,1411779.447,2060380.712
2018/4/6,1360972.071,1403427.332,2045873.027
2018/4/9,1352147.771,1397642.362,2032554.364
2018/4/10,1353864.181,1397253.565,2028986.088
2018/4/11,1345803.187,1387455.08,2026968.88
2018/4/12,1324266.976,1371769.822,2010646.477
2018/4/13,1348872.991,1384177.12,2044211.073
2018/4/16,1357612.965,1388270.465,2062881.389
2018/4/17,1360292.146,1386234.892,2052152.196
2018/4/18,1351606.867,1369328.618,2027934.278
2018/4/19,1362660.817,1375821.893,2030518.904
2018/4/20,1357623.607,1362549.537,2011024.895
2018/4/23,1371261.799,1376657.142,2031627.745
2018/4/24,1393182.178,1390894.174,2054646.036
2018/4/25,1393191.324,1380919.402,2043950.737
2018/4/26,1397965.883,1388475.641,2049233.264
2018/4/27,1409907.756,1402937.654,2066089.188
2018/4/30,1414204.394,1413187.104,2081794.272
2018/5/1,1415528.866,1423363.446,2106102.891
2018/5/2,1403067.589,1414901.629,2089447.418
2018/5/3,1413543.584,1416431.47,2090739.657
2018/5/4,1406332.073,1416883.77,2096953.259
2018/5/7,1399443.313,1417136.19,2102825.027
2018/5/8,1406422.581,1432687.556,2135424.465
2018/5/9,1406166.564,1436376.744,2130680.541
2018/5/10,1403302.774,1430456.406,2114381.387
2018/5/11,1412986.374,1434242.596,2119317.336
2018/5/14,1415957.466,1435761.958,2124507.514
2018/5/15,1399611.356,1424013.526,2110559.9
2018/5/16,1415690.288,1433135.93,2124304.627
2018/5/17,1414532.484,1433063.559,2114889.673
2018/5/18,1422447.645,1440047.593,2124875.663
2018/5/21,1439602.313,1455081.591,2144509.73
2018/5/22,1450241.724,1457344.174,2142537.782
2018/5/23,1459082.935,1459495.116,2162812.039
2018/5/24,1457283.582,1466905.753,2174733.25
2018/5/25,1449744.671,1467144.792,2167663.532
2018/5/29,1457722.928,1470114.225,2180354.035
2018/5/30,1462127.394,1469851.123,2177696.375
2018/5/31,1465823.313,1473231.462,2190421.577
2018/6/1,1469294.026,1467919.466,2188482.961
2018/6/4,1465855.516,1457317.368,2175784.539
2018/6/5,1464282.761,1450637.565,2160460.052
2018/6/6,1456602.156,1441100.962,2138242.29
2018/6/7,1468333.163,1445350.385,2149249.973
2018/6/8,1459198.913,1436983.413,2142028.903
2018/6/11,1449435.261,1433633.54,2140216.612
2018/6/12,1428482.683,1419477.966,2110896.551
2018/6/13,1438928.867,1426461.295,2106032.87
2018/6/14,1435473.317,1423460.742,2100592.95
2018/6/15,1431721.689,1413470.34,2072907.505
2018/6/18,1467978.534,1422948.103,2088803.253
2018/6/19,1460719.788,1418895.921,2080339.632
2018/6/20,1465915.748,1430928.694,2096453.714
2018/6/21,1474813.098,1440061.042,2113733.952
2018/6/22,1485371.637,1454191,2135154.297
2018/6/25,1494624.316,1461331.993,2157315.748
2018/6/26,1492804.537,1447871.368,2148846.095
2018/6/27,1512675.474,1460763.153,2163899.873
2018/6/28,1508173.391,1469950.474,2173852.469
2018/6/29,1512869.729,1467715.106,2177340.854
2018/7/2,1505032.887,1466188.312,2139249.35
2018/7/3,1509088.609,1473981.95,2162004.349
2018/7/5,1509211.599,1469334.69,2163212.379
2018/7/6,1506611.742,1485950.687,2157794.11
2018/7/9,1502133.261,1490101.517,2163921.375
2018/7/10,1510658.244,1504641.949,2172448.57
2018/7/11,1518301.48,1518296.469,2168349.434
2018/7/12,1528741.053,1536036.904,2192291.791
2018/7/13,1516903.743,1521858.848,2162774.775
2018/7/16,1492289.645,1512771.614,2138325.967
2018/7/17,1491989.594,1520000.409,2139098.77
2018/7/18,1511915.728,1533452.036,2147493.175
2018/7/19,1519515.617,1530640.889,2149078.924
2018/7/20,1532937.75,1538316.762,2165170.833
2018/7/23,1545338.847,1542651.952,2164482.25
2018/7/24,1557483.62,1550494.225,2180254.22
2018/7/25,1560325.931,1550081.86,2184781.628
2018/7/26,1570168.807,1550178.516,2198884.126
2018/7/27,1565022.228,1540623.783,2180824.463
2018/7/30,1568727.731,1542107.593,2188357.615
2018/7/31,1567058.192,1545960.129,2189731.285
2018/8/1,1565213.419,1540278.051,2172902.294
2018/8/2,1585099.007,1555685.837,2189645.827
2018/8/3,1590338.479,1564081.443,2189061.97
2018/8/6,1603642.28,1572395.048,2188996.758
2018/8/7,1608279.247,1572581.941,2187076.081
2018/8/8,1603977.863,1566410.613,2183307.381
2018/8/9,1608249.315,1576851.45,2184377.686
2018/8/10,1617852.619,1578747.301,2201647.675
2018/8/13,1628476.144,1587303.848,2223395.403
2018/8/14,1631163.168,1595577.111,2242184.285
2018/8/15,1636950.859,1603392.092,2246716.054
2018/8/16,1635336.852,1610215.02,2253977.123
2018/8/17,1639424.365,1610488.949,2249470.939
2018/8/20,1633870.793,1606631.99,2245702.242
2018/8/21,1623945.855,1608894.306,2238662.945
2018/8/22,1619683.894,1611527.275,2234643.181
2018/8/23,1621732.152,1608065.888,2233198.432
2018/8/24,1624817.352,1610075.93,2196232.52
2018/8/27,1633688.83,1610160.433,2175470.865
2018/8/28,1641795.632,1619959.829,2190188.667
2018/8/29,1661797.742,1638942.996,2213741.902
2018/8/30,1661998.337,1638542.121,2217233.814
2018/8/31,1653001.323,1630079.538,2211819.597
2018/9/4,1656772.613,1630683.812,2204618.901
2018/9/5,1652391.385,1627527.051,2211841.266
2018/9/6,1658321.149,1635972.24,2234498.092
2018/9/7,1670617.824,1645277.226,2236273.112
2018/9/10,1665906.207,1638494.709,2237536.969
2018/9/11,1673769.551,1642627.891,2223369.469
2018/9/12,1670708.571,1642433.941,2216387.885
2018/9/13,1681462.136,1648140.329,2220566.461
2018/9/14,1682840.678,1648818.773,2229006.997
2018/9/17,1693672.335,1667542.669,2252842.487
2018/9/18,1684860.638,1667543.902,2266803.426
2018/9/19,1670883.135,1655287.508,2263584.402
2018/9/20,1655979.613,1645016.726,2251042.011
2018/9/21,1638217.449,1637051.971,2230773.585
2018/9/24,1643483.764,1641270.085,2248171.991
2018/9/25,1603818.745,1610131.602,2208323.918
2018/9/26,1558864.179,1572965.148,2154645.972
2018/9/27,1584541.511,1587093.58,2160612.243
2018/9/28,1579596.363,1587987.831,2167787.063
2018/10/1,1592214.367,1604089.199,2219244.417
2018/10/2,1604793.997,1613820.621,2223036.778
2018/10/3,1590234.231,1592057.304,2197988.792
2018/10/4,1589370.597,1597867.416,2195199.476
2018/10/5,1588260.282,1593293.971,2184371.435
2018/10/8,1570132.602,1568329.948,2169737.121
2018/10/9,1560532.241,1555063.43,2148733.33
2018/10/10,1551053.29,1547820.459,2149753.39
2018/10/11,1538560.916,1542520.461,2159696.006
2018/10/12,1535939.369,1542471.054,2143829.281
2018/10/15,1529379.828,1531153.025,2140465.381
2018/10/16,1574391.784,1574449.255,2191178.708
2018/10/17,1579964.699,1571942.494,2193392.396
2018/10/18,1567048.322,1551993.09,2189608.387
2018/10/19,1546559.613,1542012.823,2177922.854
2018/10/22,1554937.322,1558637.217,2184601.393
2018/10/23,1584019.219,1587210.549,2250697.133
2018/10/24,1598834.691,1595533.366,2283461.316
2018/10/25,1577309.739,1581543.914,2273299.678
2018/10/26,1545066.811,1557531.191,2247949.065
2018/10/29,1528724.465,1550211.255,2226122.266
2018/10/30,1519108.749,1533517.001,2199116.102
2018/10/31,1506527.503,1523918.555,2179029.194
2018/11/1,1525691.163,1544460.676,2217434.692
2018/11/2,1502221.489,1536085.233,2209903.549
2018/11/5,1452222.753,1490813.159,2161809.281
2018/11/6,1464130.621,1491643.659,2158726.527
2018/11/7,1451475.553,1476418.788,2139044.327
2018/11/8,1463133.697,1483714.357,2173419.041
2018/11/9,1467031.023,1487634.663,2189421.559
2018/11/12,1518892.996,1514587.512,2257722.548
2018/11/13,1542999.137,1531806.39,2287804.154
2018/11/14,1546043.953,1535810.405,2282042.901
2018/11/15,1582070.856,1564752.353,2320747.618
2018/11/16,1562530.252,1538863.143,2291011.172
2018/11/19,1516633.325,1484516.845,2208423.884
2018/11/20,1517183.518,1485633.659,2209883.802
2018/11/21,1487586.041,1460805.127,2160465.441
2018/11/23,1509041.098,1481052.285,2197431.187
2018/11/26,1528049.778,1494347.261,2222899.869
2018/11/27,1524557.63,1493877.898,2217678.17
2018/11/28,1493661.311,1466534.337,2187991.896
2018/11/29,1458834.257,1441389.164,2134362.668
2018/11/30,1451666.622,1435919.486,2106004.911
2018/12/3,1440266.371,1427083.295,2081402.134
2018/12/4,1400936.624,1396220.541,2024512.853
2018/12/6,1407138.669,1381227.506,2007786.793
2018/12/7,1364789.39,1338968.751,1946848.097
2018/12/10,1386367.373,1350365.348,1969196.38
2018/12/11,1416738.018,1373406.49,1995468.674
2018/12/12,1447591.075,1402267.712,2050876.721
2018/12/13,1458602.296,1407605.715,2059371.499
2018/12/14,1445387.666,1395890.292,2028037.204
2018/12/17,1405731.688,1363831.808,1982202.792
2018/12/18,1457443.312,1396911.031,2009739.502
2018/12/19,1479839.945,1407570.91,2025419.068
2018/12/20,1485888.184,1416051.337,2046572.744
2018/12/21,1476008.202,1408712.071,2038139.895
2018/12/24,1480704.878,1409685.162,2056294.64
2018/12/26,1471120.453,1400119.118,2066968.555
2018/12/27,1486729.448,1410050.762,2092899.188
2018/12/28,1500426.463,1427161.723,2140340.858
2018/12/31,1503479.042,1431526.193,2138001.975
2019/1/2,1526711.902,1449741.246,2165916.603
2019/1/3,1516583.121,1436954.138,2170660.595
2019/1/4,1514551.664,1433344.483,2172793.284
2019/1/7,1504601.387,1428514.434,2180811.715
2019/1/8,1514599.502,1436278.704,2170504.794
2019/1/9,1496776.292,1419209,2152736.882
2019/1/10,1500437.226,1422284.55,2161118.335
2019/1/11,1525930.997,1449347.69,2188210.499
2019/1/14,1549811.913,1459530.622,2189479.86
2019/1/15,1567167.911,1478551.758,2188775.552
2019/1/16,1577275.876,1483700.945,2191467.027
2019/1/17,1595833.98,1510584.087,2221390.287
2019/1/18,1588627.881,1510132.162,2215747.53
2019/1/22,1576263.501,1496181.524,2211576.577
2019/1/23,1571117.525,1492066.265,2178320.579
2019/1/24,1592198.312,1498349.368,2153165.638
2019/1/25,1603120.501,1506266.855,2170249.923
2019/1/28,1609780.478,1519366.873,2201297.29
2019/1/29,1605633.276,1512630.805,2204893.391
2019/1/30,1615894.037,1525042.214,2234463.599
2019/1/31,1617861.073,1526938.836,2247450.71
2019/2/1,1616772.797,1527270.77,2238658.23
2019/2/4,1609393.634,1527342.298,2229499.074
2019/2/5,1624896.912,1540755.391,2239700.973
2019/2/6,1642661.616,1555431.686,2245658.412
2019/2/7,1642646.857,1555135.421,2232860.667
2019/2/8,1644970.151,1552849.106,2182702.673
2019/2/11,1653662.954,1557290.625,2131407.436
2019/2/12,1661398.819,1562778.65,2135642.029
2019/2/13,1651369.098,1565074.36,2116692.694
2019/2/14,1640479.468,1561045.287,2101890.597
2019/2/15,1635124.297,1556422.757,2100944.37
2019/2/19,1623191.843,1541361.596,2087404.968
2019/2/20,1601233.168,1525165.654,2071737.505
2019/2/21,1630083.925,1551686.053,2106008.386
2019/2/22,1648747.984,1572520.208,2144429.625
2019/2/25,1662098.131,1583061.591,2175021.288
2019/2/26,1665887.886,1586353.024,2195066.779
2019/2/27,1674405.398,1595777.782,2193387.033
2019/2/28,1686839.891,1604503.241,2198415.841
2019/3/1,1693442.15,1612488.234,2224519.673
2019/3/4,1686711.298,1611835.969,2202416.706
2019/3/5,1707978.299,1633728.99,2196064.543
2019/3/6,1692032.801,1633481.575,2181878.95
2019/3/7,1659389.119,1614961.804,2139703.706
2019/3/8,1669816.169,1621301.153,2148595.524
2019/3/11,1656740.616,1614858.938,2131788.949
2019/3/12,1661990.194,1617437.264,2123748.429
2019/3/13,1671414.85,1625884.438,2153024.478
2019/3/14,1689887.619,1637574.648,2170838.955
2019/3/15,1697690.817,1645600.625,2164003.701
2019/3/18,1706432.632,1653078.997,2183393.549
2019/3/19,1699533.183,1646533.486,2189941.012
2019/3/20,1703644.376,1653072.524,2196595.334
2019/3/21,1704730.712,1657187.963,2195319.376
2019/3/22,1708845.328,1655106.497,2197792.632
2019/3/25,1709120.222,1654015.039,2158139.233
2019/3/26,1713444.759,1652615.382,2100856.355
2019/3/27,1718894.597,1653027.579,2096964.135
2019/3/28,1722036.571,1652766.739,2099394.108
2019/3/29,1713090.26,1646502.515,2062195.103
2019/4/1,1708873.59,1653798.624,2073650.623
2019/4/2,1708624.638,1658861.748,2104833.871
2019/4/3,1718424.254,1676647.15,2135639.582
2019/4/4,1731174.09,1687460.045,2141338.244
2019/4/5,1730321.522,1699726.691,2136818.31
2019/4/8,1728591.22,1698026.988,2134680.847
2019/4/9,1729263.999,1698756.367,2135111.289
2019/4/10,1728725.495,1698298.775,2134031.177
2019/4/11,1728439.981,1697175.878,2131616.935
2019/4/12,1722907.505,1693329.694,2125702.639
2019/4/15,1725301.456,1696369.547,2128605.164
2019/4/16,1718471.465,1692831.554,2122235.172
2019/4/17,1712270.741,1688553.773,2117248.593
2019/4/18,1709995.423,1687772.145,2113475.821
2019/4/22,1700111.431,1681944.873,2100294.857
2019/4/23,1703453.282,1683848.088,2101760.486
2019/4/24,1689076.663,1672638.929,2085199.687
2019/4/25,1696911.365,1678006.572,2092550.266
2019/4/26,1696925.367,1677905.516,2090189.682
2019/4/29,1720048.282,1693517.334,2117736.218
2019/4/30,1715980.136,1691962.578,2115581.06
2019/5/1,1707343.025,1685976.691,2109135.516
2019/5/2,1715573.715,1695621.48,2121134.956
2019/5/3,1716654.29,1697533.895,2122645.134
2019/5/6,1697150.12,1680888.076,2101758.357
2019/5/7,1707730.312,1688957.115,2117055.271
2019/5/8,1709558.362,1683792.587,2116186.981
2019/5/9,1678779.045,1657734.167,2076426.421
2019/5/10,1684674.524,1666406.247,2087028.104
2019/5/13,1664419.681,1653942.084,2066153.464
2019/5/14,1648555.1,1651422.133,2059462.422
2019/5/15,1665813.689,1663495.212,2075245.298
2019/5/16,1709143.017,1691562.671,2112630.298
2019/5/17,1725456.901,1700897.756,2126581.649
2019/5/20,1751331.327,1725213.469,2152914.344
2019/5/21,1745424.533,1740457.013,2165808.204
2019/5/22,1743782.137,1741050.253,2165807.552
2019/5/23,1738253.111,1735287.424,2155070.795
2019/5/24,1739555.681,1737790.295,2161780.614
2019/5/28,1734148.708,1732528.019,2160308.748
2019/5/29,1732633.652,1735974.461,2165734.373
2019/5/30,1745555.166,1752461.105,2184429.554
2019/5/31,1751602.285,1759349.678,2189189.371
2019/6/3,1778606.479,1775467.08,2214394.232
2019/6/4,1781458.96,1772704.842,2218832.454
2019/6/5,1779458.934,1776385.743,2215490.042
2019/6/6,1757873.661,1763753.311,2199021.916
2019/6/7,1749026.929,1753583.065,2188002.777
2019/6/10,1747332.033,1752855.56,2187446.105
2019/6/11,1747236.374,1749425.146,2180556.758
2019/6/12,1769590.842,1769483.873,2201355.639
2019/6/13,1771709.507,1769257.776,2197472.219
2019/6/14,1790018.979,1786040.975,2221828.183
2019/6/17,1786050.198,1781103.174,2218487.021
2019/6/18,1784645.011,1773660.119,2211543.795
2019/6/19,1802639.231,1786329.149,2231537.429
2019/6/20,1804378.772,1786324.051,2250446.703
2019/6/21,1805990.302,1796043.294,2273832.969
2019/6/24,1813380.154,1804865.798,2285233.192
2019/6/25,1811773.926,1799492.308,2278168.701
2019/6/26,1806256.377,1791181.779,2274463.376
2019/6/27,1799194.836,1783379.599,2259523.386
2019/6/28,1806542.823,1794094.317,2264675.995
2019/7/1,1800246.803,1787869.167,2253855.396
2019/7/2,1804494.243,1798910.863,2257371.727
2019/7/3,1810001.668,1798826.435,2251806.434
2019/7/5,1816803.548,1799354.506,2258701.506
2019/7/8,1818512.585,1801068.366,2261981.911
2019/7/9,1818212.572,1805945.797,2270408.666
2019/7/10,1803203.678,1800268.017,2257189.646
2019/7/11,1789525.944,1790138.353,2242187.397
2019/7/12,1779355.611,1779951.921,2229919.606
2019/7/15,1728269.472,1749947.055,2187404.07
2019/7/16,1669913.916,1703256.89,2128844.478
2019/7/17,1685015.833,1714072.622,2137880.673
2019/7/18,1682338.807,1707553.539,2129777.024
2019/7/19,1719202.626,1739777.036,2168014.549
2019/7/22,1717219.239,1744605.503,2173912.747
2019/7/23,1699160.849,1730695.848,2150005.717
2019/7/24,1712934.373,1745798.46,2158887.955
2019/7/25,1689433.753,1726989.091,2139482.403
2019/7/26,1671670.511,1707277.465,2114181.994
2019/7/29,1688475.648,1728886.256,2137315.151
2019/7/30,1712713.79,1755304.295,2161896.649
2019/7/31,1709732.597,1747746.027,2155749.134
2019/8/1,1728735.218,1753724.172,2164936.949
2019/8/2,1731550.458,1749081.402,2154854.046
2019/8/5,1719956.368,1716569.76,2119157.118
2019/8/6,1712845.429,1708855.255,2112920.476
2019/8/7,1724650.944,1714063.939,2109927.581
2019/8/8,1714125.125,1707405.929,2097282.478
2019/8/9,1746820.463,1741346.774,2140835.264
2019/8/12,1751924.385,1749897.502,2155544.53
2019/8/13,1736075.134,1735454.317,2134230.479
2019/8/14,1751428.408,1750605.041,2144454.651
2019/8/15,1776913.344,1775346.808,2176368.084
2019/8/16,1781902.552,1780013.37,2184125.635
2019/8/19,1772693.407,1773036.941,2180483.631
2019/8/20,1748627.555,1749085.253,2164499.7
2019/8/21,1761719.887,1768909.278,2175377.406
2019/8/22,1783640.655,1787818.769,2197083.777
2019/8/23,1774100.04,1772873.884,2191416.498
2019/8/26,1763555.565,1760538.414,2181683.093
2019/8/27,1763545.228,1764950.934,2175826.309
2019/8/28,1761440.543,1769478.011,2169029.872
2019/8/29,1774698.391,1787903.829,2184097.727
2019/8/30,1772180.875,1784931.372,2178703.977
2019/9/3,1761854.55,1773774.568,2157898.929
2019/9/4,1765853.371,1770721.878,2152933.296
2019/9/5,1768587.439,1767501.71,2141061.32
2019/9/6,1775194.515,1771853.607,2135131.684
2019/9/9,1770189.794,1768029.132,2127972.794
2019/9/10,1774179.546,1780284.485,2130075.835
2019/9/11,1776645.691,1782895.642,2130958.832
2019/9/12,1733856,1739788.904,2094634.101
2019/9/13,1729814.23,1733017.781,2081123.274
2019/9/16,1775666.636,1780697.257,2136677.323
2019/9/17,1756863.033,1762577.494,2119272.937
2019/9/18,1765643.947,1770073.765,2132106.306
2019/9/19,1766809.11,1781235.095,2134638.131
2019/9/20,1797786.756,1808381.093,2175638.122
2019/9/23,1798691.225,1806262.619,2161670.99
2019/9/24,1805960.782,1817102.247,2203473.904
2019/9/25,1794848.734,1810037.673,2198250.451
2019/9/26,1799836.183,1817499.555,2215721.562
2019/9/27,1791519.919,1810663.064,2212322.483
2019/9/30,1795650.558,1819805.115,2214573.807
2019/10/1,1795934.67,1817765.202,2224001.704
2019/10/2,1776887.453,1813503.292,2213429.335
2019/10/3,1786789.102,1828465.058,2220551.816
2019/10/4,1790655.478,1836989.488,2236568.982
2019/10/7,1812162.902,1862119.052,2270639.333
2019/10/8,1815095.459,1864755.407,2277421.659
2019/10/9,1814069.911,1865133.4,2280187.975
2019/10/10,1815202.673,1866526.829,2280297.153
2019/10/11,1833402.321,1887941.818,2296377.719
2019/10/14,1841679.676,1899447.891,2303857.472
2019/10/15,1829065.78,1895411.443,2294679.644
2019/10/16,1830901.415,1890703.019,2288589.765
2019/10/17,1842115.078,1898526.171,2309011.322
2019/10/18,1838976.061,1896371.738,2310264.756
2019/10/21,1842625.013,1902760.916,2309877.495
2019/10/22,1856260.185,1915517.151,2319554.041
2019/10/23,1855287.872,1917114.697,2315656.684
2019/10/24,1844936.236,1920745.214,2305250.013
2019/10/25,1855330.61,1934499.471,2337879.179
2019/10/28,1860973.58,1939448.007,2355924.212
2019/10/29,1872134.91,1946883.242,2361801.842
2019/10/30,1867465.854,1934574.834,2350384.298
2019/10/31,1858114.814,1928784.545,2346800.064
2019/11/1,1853781.853,1933678.378,2347436.879
2019/11/4,1867894.106,1947573.108,2367769.835
2019/11/5,1868846.906,1955908.895,2378780.172
2019/11/6,1876320.278,1964280.043,2380370.678
2019/11/7,1880400.582,1963634.42,2379704.306
2019/11/8,1867295.669,1951807.433,2369598.333
2019/11/11,1837242.464,1916348.848,2327451.672
2019/11/12,1848649.575,1938509.685,2345371.188
2019/11/13,1858054.38,1947109.635,2344250.514
2019/11/14,1879078.384,1969905.467,2362890.074
2019/11/15,1876868.754,1966624.98,2360004.57
2019/11/18,1876879.455,1966758.94,2355582.622
2019/11/19,1877569.732,1971633.973,2360971.923
2019/11/20,1885859.45,1979607.084,2374559.697
2019/11/21,1901606.831,1993389.465,2397039.72
2019/11/22,1928224.299,2018195.895,2431005.558
2019/11/25,1931869.682,2018832.635,2429943.533
2019/11/26,1938274.33,2018257.717,2432582.817
2019/11/27,1942701.306,2018292.575,2443619.272
2019/11/29,1952752.391,2038785.846,2462585.72
2019/12/2,1955403.235,2045711.387,2467130.325
2019/12/3,1956370.519,2046957.724,2468300.011
2019/12/4,1965148.176,2058579.913,2478393.421
2019/12/5,1978816.504,2073445.018,2490794.064
2019/12/6,1966810.015,2061316.429,2477096.148
2019/12/9,1966734.517,2062421.99,2470991.72
2019/12/10,1992497.292,2092415.237,2497457.599
2019/12/11,1989320.169,2089652.092,2482298.455
2019/12/12,2008656.363,2084146.042,2478373.51
2019/12/13,2016427.285,2088111.685,2491368.204
2019/12/16,2038972.871,2118284.065,2517103.928
2019/12/17,2042974.777,2128291.6,2521491.992
2019/12/18,2059390.163,2138053.943,2521575.601
2019/12/19,2072122.704,2144782.724,2520648.223
2019/12/20,2074323.205,2148982.089,2542958.029
2019/12/23,2084357.782,2162535.386,2567085.72
2019/12/24,2098885.942,2176354.824,2581869.031
2019/12/26,2108311.342,2179199.031,2597031.801
2019/12/27,2120179.232,2180904.986,2612621.158
2019/12/30,2102880.666,2174565.009,2608887.305
2019/12/31,2104130.697,2181956.76,2629472.215
2020/1/2,2043956.296,2122006.289,2554505.673
2020/1/3,2063514.005,2148100.591,2573258.506
2020/1/6,2077097.056,2182051.562,2586414.329
2020/1/7,2059940.011,2185002.83,2569010.32
2020/1/8,2035867.174,2160280.147,2534820.652
2020/1/9,2041201.923,2153144.147,2527291.946
2020/1/10,2084393.882,2207174.867,2579252.703
2020/1/13,2086170.088,2225298.545,2625818.212
2020/1/14,2088422.898,2232164.719,2637356.995
2020/1/15,2078412.306,2230926.355,2627007.799
2020/1/16,2076612.975,2229416.919,2617129.63
2020/1/17,2095694.125,2245419.161,2641759.278
2020/1/21,2109881.657,2241201.989,2668652.009
2020/1/22,2103939.245,2237274.419,2660334.126
2020/1/23,2104632.833,2234054.35,2655996.912
2020/1/24,2091401.604,2222215.261,2645529.512
2020/1/27,2109130.162,2238637.41,2666203.71
2020/1/28,2095497.914,2219222.855,2640884.936
2020/1/29,2072139.804,2187130.462,2613303.385
2020/1/30,1980067.538,2079777.569,2484954.963
2020/1/31,1953420.102,2071037.608,2436292.726
2020/2/3,1924359.044,2060124.618,2404161.218
2020/2/4,1865066.406,1984747.881,2318307.332
2020/2/5,1792269.791,1904989.932,2237010.275
2020/2/6,1876996.36,2022553.452,2342615.868
2020/2/7,1905786.433,2052324.989,2384546.809
2020/2/10,1913199.972,2071940.914,2435503.986
2020/2/11,1891535.742,2062945.852,2417810.644
2020/2/12,1827386.832,1989038.408,2338709.692
2020/2/13,1744789.537,1903160.489,2237400.069
2020/2/14,1743044.748,1901257.33,2235162.685
2020/2/18,1739340.809,1898946.638,2230757.786
2020/2/19,1713018.644,1881074.622,2205727.547
2020/2/20,1717694.816,1884436.938,2213384.823
2020/2/21,1717338.266,1884195.982,2212915.823
2020/2/24,1717338.266,1884195.982,2212915.823
2020/2/25,1717338.266,1884195.982,2212915.823
2020/2/26,1717338.266,1884195.982,2212915.823
2020/2/27,1717338.266,1884195.982,2212915.823
2020/2/28,1712696.593,1880342.941,2204618.654
2020/3/2,1712603.584,1880257.196,2204458.636
2020/3/3,1712603.584,1880257.196,2204458.636
2020/3/4,1712603.584,1880257.196,2204458.636
2020/3/5,1711938.657,1879170.814,2202670.915
2020/3/6,1713435.089,1881132.143,2205786.49
2020/3/9,1714577.715,1884202.26,2208764.216
2020/3/10,1694513.27,1865390.484,2187588.033
2020/3/11,1691874.433,1861593.527,2182623.534
2020/3/12,1695769.594,1863769.715,2184829.242
2020/3/13,1745669.383,1924065.028,2248655.809
2020/3/16,1741287.66,1919739.978,2245168.045
2020/3/17,1760911.356,1939119.125,2267596.656
2020/3/18,1749892.7,1926248.525,2248345.243
2020/3/19,1774809.939,1951945.605,2286872.998
2020/3/20,1760750.993,1942423.529,2279025.398
2020/3/23,1765995.159,1953768.325,2298676.987
2020/3/24,1798176.685,1981766.613,2336129.832
2020/3/25,1792825.151,1963358.669,2313767.527
2020/3/26,1752099.391,1918729.774,2254410.166
2020/3/27,1765926.047,1939118.407,2281039.989
2020/3/30,1775687.225,1955864.872,2298334.174
2020/3/31,1774079.759,1955725.973,2298328.169
2020/4/1,1802558.295,1991391.892,2341878.868
2020/4/2,1811661.323,2003323.392,2350712.749
2020/4/3,1828459.814,2022113.169,2372444.78
2020/4/6,1830518.407,2017388.178,2373464.284
2020/4/7,1796916.872,1976978.416,2327470.39
2020/4/8,1786499.789,1963949.311,2315644.727
2020/4/9,1827706.601,2007982.752,2371552.43
2020/4/13,1834669.658,2012061.373,2377515.741
2020/4/14,1853035.029,2010567.039,2380099.99
2020/4/15,1879562.91,2023672.377,2395706.006
2020/4/16,1899676.807,2029427.085,2408207.051
2020/4/17,1902040.055,2026240.335,2413825.153
2020/4/20,1842399.357,1968094.57,2347469.743
2020/4/21,1822618.538,1958327.56,2342042.456
2020/4/22,1846821.716,1995315.842,2388505.009
2020/4/23,1908907.567,2050993.055,2445324.791
2020/4/24,1911393.294,2050030.907,2438203.087
2020/4/27,1923474.29,2059140.263,2444616.905
2020/4/28,1919506.458,2056187.572,2435552.574
2020/4/29,1915596.814,2048561.935,2427297.788
2020/4/30,1941884.41,2089948.498,2468071.944
2020/5/1,1918234.879,2083797.213,2451714.63
2020/5/4,1957715.782,2117325.54,2502920.101
2020/5/5,1929687.942,2107849.663,2489501.275
2020/5/6,1933457.806,2099965.659,2480957.078
2020/5/7,1932686.341,2110333.555,2488554.388
2020/5/8,1954431.416,2138193.121,2510416.335
2020/5/11,1944864.508,2127647.946,2487183.498
2020/5/12,1954731.353,2169374.203,2523927.288
2020/5/13,1973309.13,2180531.797,2545086.633
2020/5/14,1986463.518,2187298.667,2555150.279
2020/5/15,2018046.389,2197590.636,2572211.874
2020/5/18,1957529.91,2115639.334,2478881.316
2020/5/19,1940048.553,2085004.186,2444270.443
2020/5/20,1931859.939,2064842.968,2418762.643
2020/5/21,1989999.64,2128305.828,2499682.191
2020/5/22,1999889.262,2135732.539,2510760.56
2020/5/26,2002469.722,2122522.165,2495188.629
2020/5/27,2014408.126,2132227.214,2514999.1
2020/5/28,2019410.859,2129156.705,2507705.723
2020/5/29,2057210.748,2172802.015,2556429.138
2020/6/1,2020491.578,2135601.816,2517164.474
2020/6/2,2011728.649,2122024.923,2503490.061
2020/6/3,1996203.427,2105283.865,2495263.228
2020/6/4,1977747.399,2095104.55,2481629.067
2020/6/5,2015341.055,2132034.087,2522852.407
2020/6/8,2046088.724,2159504.214,2559028.568
2020/6/9,2067816.423,2176927.668,2578642.058
2020/6/10,2092015.687,2196322.698,2599839.061
