,0,0,0
216,1099138.716,1050494.353,1054393.062
217,1061729.454,1047322.853,1029162.277
218,1058791.445,1040643.077,1025895.481
219,1049423.92,1037588.897,1017998.291
220,1026868.617,1022311.106,998390.4772
221,1023691.839,1018293.357,994211.3307
222,1041743.629,1028712.108,1001571.888
223,1094772.138,1036744.018,1004960.299
224,1110767.893,1036493.827,1006242.261
225,1113004.468,1030358.144,998731.7451
226,1127546.824,1037105.926,1005259.264
227,1132306.434,1035806.416,1002279.758
228,1124967.226,1026570.87,997725.0413
229,1115804.621,1024195.001,999814.477
230,1131320.323,1043655.852,1018689.435
231,1134388.088,1058021.167,1029141.848
232,1130636.646,1063180.904,1029978.423
233,1138777.111,1069830.981,1034228.263
234,1152320.994,1074054.52,1033528.427
235,1150157.901,1069721.234,1029352.915
236,1157681.545,1075159.939,1032454.623
237,1157874.094,1080892.071,1033682.898
238,1162223.235,1092680.367,1042638.84
239,1140514.35,1091430.502,1038304.643
240,1124483.179,1088405.423,1032926.119
241,1121546.47,1075733.71,1030459.357
242,1121156.546,1065194.363,1030786.117
243,1113191.844,1065756.718,1029202.228
244,1127149.041,1074304.814,1034226.143
245,1118219.729,1073420.934,1037406.942
246,1110779.583,1073725.888,1040598.474
247,1113264.417,1072870.207,1039134.721
248,1119145.411,1079361.726,1043418.589
249,1117603.845,1077714.124,1045733.911
250,1111916.609,1072406.858,1042572.838
251,1104895.57,1069412.13,1040992.05
252,1126722.969,1081253.772,1054467.984
253,1127727.202,1081611.227,1059726.324
254,1139799.981,1085540.244,1065091.578
255,1155695.541,1096114.751,1073670.041
256,1149423.193,1097117.554,1076428.318
257,1153078.124,1097692.073,1076976.796
258,1156067.35,1098494.539,1080998.445
259,1158908.05,1102615.474,1088842.58
260,1161843.72,1100593.185,1090005.888
261,1166681.576,1098739.683,1095253.152
262,1165263.676,1099179.933,1099698.521
263,1154981.211,1098073.512,1099008.955
264,1118429.709,1089893.65,1086142.821
265,1123731.176,1091093.843,1089280.624
266,1111027.746,1094323.814,1091821.091
267,1108236.326,1101631.831,1100928.559
268,1122206.818,1111070.946,1110599.907
269,1124646.234,1110771.191,1116775.786
270,1124835.807,1095495.063,1107011.723
271,1115390.345,1085720.263,1092903.203
272,1132009.416,1105573.292,1112934.855
273,1146739.734,1110544.381,1118763.614
274,1149942.971,1106595.569,1119287.333
275,1162252.027,1113200.84,1126335.412
276,1173030.807,1125046.845,1127080.664
277,1167806.045,1129637.221,1126011.607
278,1166182.698,1129220.352,1126803
279,1136754.644,1122807.311,1106016.433
280,1142650.555,1119851.775,1101920.503
281,1154128.448,1122139.079,1097873.326
282,1156385.556,1121854.424,1098055.824
283,1155608.025,1126399.975,1100545.301
284,1150806.577,1128067.007,1104830.738
285,1158221.11,1129582.948,1109029.872
286,1136841.332,1110092.772,1100540.368
287,1119690.887,1102383.956,1090341.739
288,1116333.874,1102546.593,1089060.778
289,1149572.357,1109835.592,1093374.117
290,1127386.421,1117533.82,1097440.726
291,1120016.683,1116539.433,1097213.538
292,1114407.642,1108063.32,1094446.521
293,1126027.614,1127227.933,1112629.945
294,1127191.069,1127069.512,1111696.724
295,1115256.436,1120234.42,1101972.905
296,1112481.446,1117926.325,1097581.045
297,1107244.401,1116174.691,1099004.606
298,1097705.343,1102713.611,1090304.126
299,1096982.057,1100605.412,1088068.159
300,1098041.908,1109261.252,1090412.019
301,1075544.704,1090944.86,1071690.039
302,1077099.343,1080596.736,1059853.978
303,1073104.906,1086114.52,1063458.296
304,1053985.376,1083115.881,1071408.62
305,1061648.408,1090459.263,1081068.034
306,1053099.677,1083143.045,1080401.535
307,1053273.183,1084978.88,1075690.565
308,1077020.262,1096718.641,1089329.669
309,1085358.223,1107864.163,1097462.017
310,1080687.403,1104950.247,1096051.643
311,1078774.08,1099025.153,1092878.518
312,1094848.336,1110850.974,1105200.669
313,1096037.787,1106362.719,1103821.972
314,1100592.822,1104328.718,1101308.453
315,1096137.887,1107407.987,1102186.033
316,1097236.675,1111799.426,1101503.541
317,1102978.382,1115194.326,1105692.272
318,1105600.072,1111677.418,1114811.861
319,1108814.644,1116368.467,1104148.065
320,1108718.797,1115748.421,1099600.709
321,1097119.02,1111683.569,1096471.536
322,1103424.436,1113163.602,1095829.733
323,1099400.888,1107821.664,1088143.969
324,1097111.927,1106297.966,1090858.527
325,1082915.019,1093513.344,1076118.456
326,1083218.959,1100997.5,1078169.66
327,1117254.46,1122861.68,1104401.375
328,1121596.007,1115085.329,1121651.6
329,1119964.874,1117141.127,1121106.915
330,1123697.53,1126218.843,1134140.896
331,1120861.332,1133079.217,1138993.524
332,1125108.487,1140601.564,1151955.295
333,1132301.682,1138446.741,1153969.968
334,1134989.712,1140482.036,1158286.158
335,1117881.717,1131614.212,1150698.333
336,1110231.712,1135608.447,1152132.185
337,1111773.304,1131597.605,1154276.899
338,1116393.673,1133601.562,1157487.358
339,1114461.749,1133682.397,1157061.042
340,1127566.37,1137559.459,1160766.442
341,1127975.34,1132032.957,1156574.226
342,1114533.571,1130492.194,1148042.043
343,1126054.476,1133524.037,1154142.421
344,1107468.187,1127585.435,1145377.307
345,1097823.893,1123465.187,1141945.61
346,1109976.63,1126879.849,1145542.162
347,1122863.115,1130255.834,1149764.226
348,1149953.743,1122186.818,1142612.887
349,1134717.287,1101532.46,1120209.06
350,1150765.117,1103470.641,1117030.81
351,1149259.537,1106893.366,1113655.234
352,1156567.593,1116027.261,1116486.583
353,1163183.768,1121951.124,1122218.895
354,1168623.148,1137246.597,1136917.662
355,1160433.147,1135726.585,1134897.986
356,1147841.509,1125564.179,1128487.297
357,1135133.141,1115287.693,1119439.751
358,1127188.343,1111671.532,1114945.315
359,1119730.64,1109530.025,1113536.852
360,1105654.286,1097448.902,1104276.49
361,1107644.393,1096853.002,1113578.919
362,1099944.528,1084386.974,1105798.316
363,1091265.298,1082566.142,1103851.253
364,1100833.19,1097354.539,1113983.03
365,1089541.19,1081831.158,1100357.11
366,1081146.426,1076771.779,1097839.042
367,1090419.334,1081895.513,1106128.495
368,1088032.764,1075657.298,1108060.867
369,1107181.502,1088928.556,1124287.93
370,1111933.727,1093528.614,1130108.526
371,1107565.354,1093162.212,1120575.923
372,1107907.428,1088280.455,1117132.129
373,1104855.518,1089440.47,1117223.736
374,1130058.156,1112537.642,1134095.368
375,1139649.159,1132777.126,1137925.704
376,1151682.857,1148953.063,1146378.71
377,1160300.979,1155834.801,1157242.983
378,1172925.529,1166664.195,1163719.697
379,1183151.983,1174619.224,1168863.161
380,1201308.062,1181542.504,1172383.152
381,1187532.841,1177553.903,1164097.037
382,1177111.614,1171452.526,1154147.204
383,1171006.921,1167507.222,1153793.452
384,1178363.869,1174713.47,1161345.693
385,1173084.344,1171427.926,1158935.68
386,1173400.632,1170677.075,1158132.794
387,1170123.428,1170614.706,1152081.878
388,1189776.42,1186357.825,1161504.488
389,1197231.676,1197193.933,1173162.71
390,1184549.846,1197704.381,1177996.908
391,1187230.917,1201527.748,1185256.348
392,1185367.315,1206215.938,1186520.366
393,1187501.493,1211756.185,1186704.542
394,1167531.339,1195480.966,1164398.268
395,1163354.79,1192293.578,1164891.853
396,1152071.281,1178626.262,1150900.766
397,1156791.906,1179884.527,1140685.443
398,1143448.413,1162246.869,1125579.756
399,1116356.318,1144630.997,1103399.539
400,1098751.555,1132612.821,1086842.398
401,1073139.692,1104554.33,1064195.591
402,1036208.269,1075078.424,1032952.443
403,1025871.346,1074061.721,1028963.897
404,1041656.381,1083921.855,1032754.863
405,1075952.54,1095120.822,1047602.349
406,1095590.046,1114767.819,1068659.675
407,1103657.504,1127972.148,1083586.678
408,1097734.24,1127904.728,1081537.428
409,1081263.349,1129848.143,1086905.28
410,1021942.066,1090362.995,1048819.434
411,1016356.493,1079076.412,1038433.274
412,1002690.247,1078974.442,1039545.631
413,1016193.028,1091709.199,1047004.571
414,1035466.967,1116441.36,1065192.911
415,1026020.98,1113419.495,1064596.732
416,1026100.695,1112854.232,1060374.85
417,1074210.84,1153671.265,1096985.365
418,1073775.922,1158092.028,1104225.056
419,1091697.033,1165302.448,1116398.285
420,1092700.666,1164911.505,1116708.55
421,1063602.173,1139042.775,1089599.041
422,1037551.287,1122524.486,1069302.035
423,1074521.94,1152978.992,1101081.959
424,1086971.605,1162143.711,1112773.744
425,1067361.397,1139613.046,1090005.767
426,1053720.126,1126385.681,1076835.936
427,1076381.413,1142582.309,1102203.044
428,1097875.785,1156620.934,1117622.065
429,1110054.719,1165168.4,1133483.326
430,1127146.359,1177556.164,1145324.454
431,1121993.252,1171760.6,1136696.843
432,1124487.12,1194565.455,1151585.621
433,1104928.586,1183133.433,1134899.342
434,1040856.411,1134958.049,1088831.488
435,1056895.568,1140419.513,1089536.956
436,1056140.319,1140240.537,1099213.872
437,1095340.668,1159750.034,1124431.82
438,1081694.242,1152514.955,1116196.249
439,1064502.182,1142838.641,1103190.39
440,1041272.192,1127791.207,1086278.243
441,1020919.919,1111014.616,1061604.541
442,1012191.053,1092405.348,1037690.132
443,1038359.201,1114293.816,1068801.361
444,1065644.58,1135501.699,1089378.916
445,1078780.087,1145335.437,1101739.769
446,1100707.772,1166691.29,1123284.789
447,1112244.716,1180562.216,1131678.912
448,1129333.667,1196469.696,1145325.794
449,1126423.198,1192005.168,1136309.955
450,1146589.313,1215043.897,1154277.065
451,1136427.92,1210578.822,1152310.437
452,1127078.03,1207518.032,1134979.754
453,1130496.925,1197685.213,1145652.815
454,1116406.666,1184350.124,1134992.593
455,1130660.341,1194588.113,1152126.651
456,1143241.908,1207260.775,1164340.646
457,1144425.675,1199161.014,1161976.831
458,1126172.464,1189949.875,1158691.653
459,1165845.326,1216063.612,1183759.487
460,1180771.431,1219760.114,1179573.705
461,1178836.464,1214635.631,1171956.786
462,1144152.732,1188719.109,1142470.344
463,1149790.075,1194966.509,1142848.79
464,1157070.057,1202326.187,1149355.377
465,1158364.168,1203055.443,1144380.058
466,1161492.739,1205276.91,1146850.8
467,1171423.059,1220885.746,1160761.578
468,1146944.822,1199164.664,1142407.25
469,1150667.25,1197314.617,1147713.274
470,1165516.735,1208593.648,1165859.102
471,1175837.894,1201824.926,1161366.206
472,1180469.999,1204410.811,1161693.146
473,1173119.093,1197855.101,1152152.807
474,1143262.211,1176374.564,1129813.48
475,1100528.521,1167875.787,1122395.334
476,1068153.869,1150097.589,1106325.62
477,1068677.779,1150535.85,1101776.68
478,1047268.18,1137799.412,1086538.032
479,1040027.722,1127015.784,1080246.954
480,1077574.992,1153418.407,1104670.581
481,1082638.975,1162840.507,1115096.873
482,1114200.207,1188896.696,1149532.038
483,1121048,1199550.636,1160518.595
484,1133553.246,1205512.793,1163204.977
485,1153570.951,1206852.076,1167310.963
486,1152404.805,1208443.201,1170223.678
487,1144359.368,1208267.436,1172879.59
488,1144794.666,1211394.018,1171924.407
489,1147158.636,1214946.473,1172227.774
490,1127733.712,1210539.06,1162890.231
491,1126123.382,1220762.262,1171690.866
492,1097339.049,1211771.624,1160925.055
493,1091190.008,1216582.069,1166074.311
494,1094768.512,1222757.174,1175503.771
495,1080164.674,1225230.055,1171959.358
496,1087954.902,1240748.335,1185205.988
497,1070480.515,1246171.903,1188435.986
498,1076318.667,1249820.574,1193839.631
499,1084271.674,1257385.442,1204663.874
500,1094934.055,1267589.843,1213738.836
501,1089846.143,1259243.081,1206185.968
502,1090997.969,1259966.409,1206187.477
503,1094642.293,1262894.325,1205842.471
504,1110510.255,1280008.513,1224270.716
505,1093937.275,1281642.284,1230990.106
506,1094275.042,1282637.35,1237594.508
507,1103460.415,1293385.904,1248904.535
508,1110905.53,1294186.191,1250493.834
509,1121179.635,1298598.539,1255452.79
510,1129077.452,1290030.465,1250136.935
511,1128341.493,1296625.131,1255207.305
512,1121071.248,1296710.84,1250209.126
513,1129873.008,1310901.197,1263794.819
514,1138364.655,1310779.61,1264187.724
515,1169845.868,1310845.182,1258589.997
516,1170809.184,1316243.552,1269721.8
517,1175628.418,1318030.334,1278813.329
518,1173850.275,1309163.149,1268680.665
519,1188945.221,1330604.997,1271939.428
520,1191771.829,1332401.941,1274807.19
521,1181578.867,1327113.7,1268982.456
522,1180455.139,1325334.202,1265652.066
523,1188838.164,1335358.518,1280652.463
524,1197158.671,1341771.127,1289838.935
525,1195785.396,1342605.071,1284002.956
526,1210177.694,1353460.281,1285798.155
527,1214543.169,1352946.431,1278927.099
528,1216536.542,1356406.455,1285221.019
529,1222583.621,1366234.451,1293686.546
530,1238224.76,1395202.96,1308528.708
531,1243334.407,1393295.578,1305145.951
532,1258865.094,1407087.547,1318073.406
533,1263963.93,1406414.838,1316715.33
534,1267772.663,1415219.37,1321633.068
535,1257583.436,1408407.698,1323289.644
536,1265317.842,1418309.728,1333020.789
537,1260245.177,1424223.97,1340305.938
538,1259773.296,1427823.21,1340663.199
539,1260797.077,1428996.695,1335757.721
540,1306312.904,1436463.988,1341973.113
541,1302813.318,1434533.67,1342386.633
542,1308163.915,1449319.747,1350769.409
543,1316736.126,1459869.132,1357980.626
544,1318853.457,1466950.132,1362360.11
545,1322047.574,1467961.992,1363468.787
546,1308823.225,1459139.993,1354448.723
547,1293155.247,1442810.006,1341116.459
548,1303794.992,1449938.768,1343919.038
549,1320056.568,1463897.97,1357866.086
550,1331283.136,1473240.709,1365422.34
551,1332172.862,1473001.508,1363413.52
552,1356262.326,1492473.982,1377003.279
553,1372016.607,1517789.171,1395247.057
554,1375199.661,1519520.32,1397865.869
555,1372268.695,1516512.284,1395554.409
556,1373140.07,1522445.163,1398114.413
557,1376194.328,1519231.054,1392233.665
558,1393125.976,1523696.019,1390898.1
559,1383742.589,1516046.228,1382747.384
560,1382242.774,1517434.974,1382490.331
561,1396432.691,1531994.754,1398952.311
562,1405464.63,1551644.903,1413897.253
563,1398077.536,1549273.454,1414302.289
564,1400896.748,1538362.281,1415027.21
565,1403947.54,1540678.701,1430595.581
566,1409948.205,1545330.736,1433749.521
567,1419261.065,1556190.307,1437501.058
568,1402535.631,1541537.771,1423008.635
569,1405193.904,1547562.689,1423425.198
570,1400647.217,1545212.064,1416387.79
571,1398442.575,1541461.633,1409546.324
572,1393158.329,1529079.102,1404276.921
573,1400779.54,1530476.843,1408010.296
574,1400859.214,1528922.86,1403673.967
575,1386662.11,1513308.425,1394575.701
576,1382958.124,1520891.904,1402870.618
577,1400152.576,1538745.197,1406041.075
578,1406195.088,1526225.031,1405384.086
579,1395108.807,1531674.248,1419920.151
580,1364803.156,1509367.527,1406585.358
581,1353996.337,1506131.305,1403808.694
582,1371184.525,1555614.479,1428601.965
583,1386048.234,1558358.923,1421895.205
584,1400558.666,1560019.496,1428177.249
585,1395717.283,1545734.629,1412187.637
586,1397646.566,1544342.914,1413560.992
587,1395577.44,1531706.42,1408856.032
588,1406798.197,1524162.974,1400952.399
589,1372901.939,1500066.44,1378047.709
590,1359009.581,1491688.929,1366461.655
591,1329036.95,1485474.703,1362581.849
592,1329936.756,1486880.53,1361395.546
593,1298592.156,1503697.469,1364840.511
594,1278854.449,1504506.596,1366965.579
595,1270111.562,1490001.679,1354624.462
596,1273315.549,1479100.896,1347146.344
597,1265574.035,1468980.708,1338594.612
598,1253981.991,1461876.405,1334843.981
599,1280585.882,1443066.058,1320929.607
600,1284150.464,1456439.532,1327194.024
601,1309305.754,1476867.356,1342645.563
602,1300320.078,1464945.699,1323405.409
603,1299053.393,1470356.22,1328357.169
604,1298842.075,1468521.037,1330845.397
605,1300823.797,1481086.62,1338650.453
606,1283903.422,1475851.056,1336556.962
607,1270963.015,1470782.185,1333598.407
608,1237917.681,1442550.389,1312521.604
609,1221577.519,1432303.129,1303150.285
610,1235778.343,1436659.375,1308258.405
611,1256995.217,1456497.938,1332240.533
612,1270949.36,1472718.352,1348776.773
613,1261495.43,1469445.569,1345873.472
614,1267870.029,1479955.029,1352900.788
615,1247605.062,1466289.707,1343181.137
616,1241801.413,1472414.459,1353149.486
617,1234124.018,1470470.897,1357364.695
618,1252131.945,1487679.671,1373931.546
619,1262218.792,1495132.144,1375997.561
620,1286251.295,1515214.897,1395125.81
621,1282301.1,1516896.643,1396409.786
622,1268743.479,1512640.434,1387831.38
623,1261701.568,1508344.328,1380764.816
624,1248578.167,1492389.476,1362744.72
625,1252017.147,1495865.489,1362972.954
626,1256082.856,1502776.172,1375835.369
627,1235567.458,1487508.348,1353629.039
628,1243131.81,1510346.82,1382303.508
629,1253859.415,1525598.952,1379897.116
630,1267448.863,1533083.107,1372913.144
631,1276384.671,1540126.816,1373395.989
632,1255070.994,1529212.795,1364387.139
633,1245578.717,1523865.156,1365255.443
634,1237775.284,1527128.806,1363040.387
635,1220087.398,1501936.9,1347268.7
636,1212775.868,1498619.389,1335233.956
637,1230484.649,1516989.181,1345008.747
638,1232283.084,1535877.556,1350612.922
639,1229805.718,1544393.273,1362878.862
640,1253671.564,1554126.927,1374057.733
641,1277585.993,1563012.752,1384995.559
642,1268110.797,1559059.148,1381827.16
643,1234354.316,1529616.514,1350971.71
644,1220232.934,1526923.873,1346209.975
645,1204838.603,1503131.242,1319767.428
646,1214012.724,1517975.288,1329429.787
647,1225908.048,1529308.812,1338500.476
648,1233075.287,1547975.401,1351614.915
649,1232443.013,1565145.737,1356601.436
650,1226864.504,1558339.108,1348381.152
651,1212622.925,1549048.514,1341525.358
652,1235188.748,1574637.113,1360192.732
653,1264710.079,1586042.583,1369501.182
654,1284873.273,1578501.985,1370876.269
655,1282193.456,1578808.301,1373436.8
656,1294596.254,1578795.09,1379462.96
657,1296888.135,1576242.399,1375633.283
658,1314551.651,1577484.757,1374091.414
659,1314676.778,1588800.513,1379557.467
660,1313959.441,1588020.942,1380482.415
661,1340789.929,1592196.565,1397391.985
662,1356699.57,1599748.115,1403157.177
663,1355329.273,1608398.532,1405880.536
664,1368193.58,1611931.295,1410819.256
665,1359848.673,1603072.239,1404962.441
666,1365429.582,1606491.581,1404956.357
667,1358161.367,1606411.634,1405659.884
668,1380634.869,1625013.905,1418356.226
669,1369036.525,1620590.89,1415723.851
670,1368492.17,1621430.434,1416109.784
671,1356184.094,1610460.717,1407732.387
672,1359531.204,1611228.693,1411067.338
673,1357552.327,1614105.617,1407217.366
674,1359752.55,1615815.327,1408912.638
675,1381193.453,1632531.344,1425273.307
676,1391116.825,1637684.621,1427097.849
677,1387929.561,1628779.246,1415327.411
678,1380799.356,1623817.229,1404104.94
679,1392325.524,1629235.917,1404361.657
680,1405302.534,1643606.96,1409393.43
681,1421164.81,1652750.258,1423316.466
682,1415726.344,1656411.09,1422826.237
683,1412531.143,1658715.702,1427938.082
684,1416365.886,1667589.348,1432239.247
685,1409186.203,1663985.721,1428619.938
686,1413677.234,1678656.343,1441733.856
687,1394883.635,1662947.068,1434030.366
688,1396954.898,1663529.697,1433997.381
689,1370064.007,1642994.728,1421296.417
690,1384073.947,1645516.772,1422630.381
691,1392057.855,1645882.926,1420841.999
692,1388127.272,1643315.422,1418757.918
693,1385033.815,1640979.027,1420063.733
694,1398310.332,1651546.842,1426477.024
695,1403984.491,1660697.687,1432470.111
696,1402876.284,1658254.256,1432202.808
697,1387395.368,1636459.12,1421843.37
698,1375806.673,1623880.321,1411621.814
699,1367200.651,1622486.095,1405853.986
700,1370721.71,1622217.48,1404079.843
