,0
0,920.7675636699423
1,620.0641222100239
2,16436.863694907865
3,-3458.7200711008627
4,4643.41363041522
5,18145.62831313652
6,-9989.095445813145
7,5322.5932793319225
8,5675.3764382530935
9,-2415.5044073625468
10,-926.4172375807539
11,-14064.329796368489
12,-8094.807659651153
13,-43370.680129745975
14,25898.720957814483
15,15400.59606532054
16,-4860.550186615903
17,-16915.267651428236
18,-295.6805987462867
19,33112.59596050787
20,2768.4677452070173
21,5854.480812560301
22,-7577.538200241514
23,1710.1006400464103
24,15102.05051079276
25,-263.4613486395683
26,-8364.289234802825
27,-910.3364184754901
28,-10271.854437787784
29,15751.619653862435
30,-1981.8440923597664
31,-21261.303422009107
32,-57513.20414765482
33,-25651.40814508521
34,-27946.7515419072
35,-51096.42900004843
36,-80892.67668088409
37,50396.15221013315
38,16080.922691559186
39,-6627.442485195817
40,-24941.058387911646
41,-62205.97839519614
42,-112884.00032106857
43,-1355.7864288371056
44,-390.60156289022416
45,-4189.774626533268
46,2564.7621402123477
47,-81.55605808412656
48,0.0
49,0.0
50,0.0
51,0.0
52,-1276.6959230741486
53,-17.958537253551185
54,0.0
55,0.0
56,-436.4887255614158
57,811.3104578976054
58,1067.8010012584273
59,-5569.527682596119
60,-216.20506655750796
61,-104.53405580995604
