,0
0,493.61233782593627
1,-1839.2280300550628
2,-2609.2082075173967
3,-1698.1471696237568
4,-2197.555691043497
5,1745.2397577455267
6,-1119.5190789739136
7,-1374.6930548399687
8,-6325.492850071285
9,4466.91285617766
10,-9625.365690324921
11,4646.333960373886
12,1426.2948493293952
13,-1438.1326102399034
14,1086.4980043672258
15,124.71676335833035
16,-2520.313687932212
17,6768.460544016445
18,4249.127019996988
19,-5500.924259665189
20,-3580.4265742000425
21,3362.7411193146836
22,-6279.316645483836
23,-11967.79950801225
24,1688.78383597231
25,4598.83628213522
26,-14505.611725002993
27,6981.7199299631175
28,12172.093794934102
29,11429.470547167235
30,3155.998719231691
31,-5614.783600020222
32,11809.319128653966
33,-3955.170847548172
34,-11293.862278989283
35,12238.857640663395
36,5850.906876918627
37,-7160.24313748884
38,6556.349422933417
39,4876.098080632393
40,-1654.4952002337668
41,5443.024975872133
42,-109.85362445318606
43,-529.6983035246376
44,3977.2958194158273
45,939.9084529223619
46,12489.974268274033
47,3089.4728460569168
48,-3064.268120841356
49,6139.058281964506
50,5903.1544351060875
51,6651.256303623784
52,2435.4923813412897
53,1586.1372547033243
54,-4214.412010126631
55,-5080.974490372697
56,3723.4855194808915
57,-758.3377085541142
58,12556.480956498533
59,-2318.844899068121
60,-1307.2298267502338
61,5754.903049519286
